"DOI";"Paper_ID";"Title";"Climate_AD";"From_ecosys";"To_ecosys";"Coupling";"Mattyp1";"Mattyp2";"Flow";"Unit";"Process";"Driver_type"
"692";"10.1899/08-038.1";447;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.78722;"gN.m-2.y-1";"Fall/wind";"Passive"
"693";"10.1899/08-038.1";447;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";2.646;"gN.m-2.y-1";"Fall/wind";"Passive"
"694";"10.1899/08-038.1";447;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";2.54688;"gN.m-2.y-1";"Fall/wind";"Passive"
"695";"10.1899/08-038.1";447;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.00248;"gP.m-2.y-1";"Fall/wind";"Passive"
"696";"10.1899/08-038.1";447;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.04898;"gP.m-2.y-1";"Fall/wind";"Passive"
"697";"10.1899/08-038.1";447;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.186;"gP.m-2.y-1";"Fall/wind";"Passive"
"698";"10.1899/08-038.1";447;"Deposition and decomposition of periodical cicadas (Homoptera: Cicadidae: Magicicauda) in woodland aquatic ecosystems";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.17918;"gP.m-2.y-1";"Fall/wind";"Passive"
"699";"10.1134/S199542551604003X";455;"Fluxes of biomass and essential polyunsaturated fatty acids from water to land via chironomid emergence from a mountain lake";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.83716;"gDW.m-2.y-1";"Life-cycle";"Active"
"700";"10.1134/S199542551604003X";455;"Fluxes of biomass and essential polyunsaturated fatty acids from water to land via chironomid emergence from a mountain lake";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.237002;"gC.m-2.y-1";"Life-cycle";"Active"
"701";"10.1134/S199542551604003X";455;"Fluxes of biomass and essential polyunsaturated fatty acids from water to land via chironomid emergence from a mountain lake";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.260735;"gN.m-2.y-1";"Life-cycle";"Active"
"702";"10.1134/S199542551604003X";455;"Fluxes of biomass and essential polyunsaturated fatty acids from water to land via chironomid emergence from a mountain lake";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.036883;"gP.m-2.y-1";"Life-cycle";"Active"
"703";"10.1080/02705060.2004.9664522";458;"Magnitude and fate of salmon-derived nutrients and energy in a coastal stream ecosystem";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";11.304348;"gC.m-2.y-1";"Foraging";"Active"
"704";"10.1080/02705060.2004.9664522";458;"Magnitude and fate of salmon-derived nutrients and energy in a coastal stream ecosystem";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";3.828;"gN.m-2.y-1";"Foraging";"Active"
"705";"10.1080/02705060.2004.9664522";458;"Magnitude and fate of salmon-derived nutrients and energy in a coastal stream ecosystem";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.616;"gP.m-2.y-1";"Foraging";"Active"
"706";"10.1007/s00442-002-1113-3";459;"Carbon and nitrogen transfer from a desert stream to riparian predators";"Arid";"Stream";"Desert";"Fresh. to terr.";"Aqu. insects";"Invertebrates";10.44667;"gDW.m-2.y-1";"Life-cycle";"Active"
"707";"10.1007/s00442-002-1113-3";459;"Carbon and nitrogen transfer from a desert stream to riparian predators";"Arid";"Stream";"Desert";"Fresh. to terr.";"Aqu. insects";"Invertebrates";4.836808;"gC.m-2.y-1";"Life-cycle";"Active"
"708";"10.1007/s00442-002-1113-3";459;"Carbon and nitrogen transfer from a desert stream to riparian predators";"Arid";"Stream";"Desert";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.070784;"gN.m-2.y-1";"Life-cycle";"Active"
"709";"10.1007/s00442-002-1113-3";459;"Carbon and nitrogen transfer from a desert stream to riparian predators";"Arid";"Stream";"Desert";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.083573;"gP.m-2.y-1";"Life-cycle";"Active"
"710";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";4.521679;"gC.m-2.y-1";"Foraging";"Active"
"711";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";1.82103;"gC.m-2.y-1";"Foraging";"Active"
"712";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";2.413715;"gC.m-2.y-1";"Foraging";"Active"
"713";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.069308;"gC.m-2.y-1";"Foraging";"Active"
"714";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";1.352783;"gC.m-2.y-1";"Foraging";"Active"
"715";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";15.979825;"gC.m-2.y-1";"Foraging";"Active"
"716";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";6.103588;"gC.m-2.y-1";"Foraging";"Active"
"717";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";3.183166;"gC.m-2.y-1";"Foraging";"Active"
"718";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";2.966429;"gC.m-2.y-1";"Foraging";"Active"
"719";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.920132;"gC.m-2.y-1";"Foraging";"Active"
"720";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";2.849168;"gC.m-2.y-1";"Foraging";"Active"
"721";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";9.390098;"gC.m-2.y-1";"Foraging";"Active"
"722";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";1.669732;"gC.m-2.y-1";"Foraging";"Active"
"723";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";4.521679;"gN.m-2.y-1";"Foraging";"Active"
"724";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.458463;"gN.m-2.y-1";"Foraging";"Active"
"725";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.607677;"gN.m-2.y-1";"Foraging";"Active"
"726";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.017449;"gN.m-2.y-1";"Foraging";"Active"
"727";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.340577;"gN.m-2.y-1";"Foraging";"Active"
"728";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";4.023082;"gN.m-2.y-1";"Foraging";"Active"
"729";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";1.53664;"gN.m-2.y-1";"Foraging";"Active"
"730";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.801394;"gN.m-2.y-1";"Foraging";"Active"
"731";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.746828;"gN.m-2.y-1";"Foraging";"Active"
"732";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.231652;"gN.m-2.y-1";"Foraging";"Active"
"733";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.717307;"gN.m-2.y-1";"Foraging";"Active"
"734";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";2.364052;"gN.m-2.y-1";"Foraging";"Active"
"735";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.420372;"gN.m-2.y-1";"Foraging";"Active"
"736";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.107033;"gP.m-2.y-1";"Foraging";"Active"
"737";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.043106;"gP.m-2.y-1";"Foraging";"Active"
"738";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.057135;"gP.m-2.y-1";"Foraging";"Active"
"739";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.001641;"gP.m-2.y-1";"Foraging";"Active"
"740";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.032022;"gP.m-2.y-1";"Foraging";"Active"
"741";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.378258;"gP.m-2.y-1";"Foraging";"Active"
"742";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.144478;"gP.m-2.y-1";"Foraging";"Active"
"743";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.075349;"gP.m-2.y-1";"Foraging";"Active"
"744";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.070218;"gP.m-2.y-1";"Foraging";"Active"
"745";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.02178;"gP.m-2.y-1";"Foraging";"Active"
"746";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.067443;"gP.m-2.y-1";"Foraging";"Active"
"747";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.222273;"gP.m-2.y-1";"Foraging";"Active"
"748";"10.1139/F03-045";462;"Density-dependent predation by brown bears ( Ursus arctos ) on sockeye salmon ( Oncorhynchus nerka )";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Carcass";"Vertebrates";0.039524;"gP.m-2.y-1";"Foraging";"Active"
"749";"10.1139/f92-038";464;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";255.25;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"750";"10.1139/f92-038";464;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";465;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"751";"10.1139/f92-038";464;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";210.75;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"752";"10.1139/f92-038";464;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";127.625;"gC.m-2.y-1";"Fall/wind";"Passive"
"753";"10.1139/f92-038";464;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";232.5;"gC.m-2.y-1";"Fall/wind";"Passive"
"754";"10.1139/f92-038";464;"Coarse particulate detritus dynamics in small, montane streams of southwestern British Columbia";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";105.375;"gC.m-2.y-1";"Fall/wind";"Passive"
"755";"10.1023/A:1003037200703";560;"The macrobenthos of the pristine stream. Skiftessaa. Høylandet. Norway";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.017445;"gDW.m-2.y-1";"Life-cycle";"Active"
"756";"10.1023/A:1003037200703";560;"The macrobenthos of the pristine stream. Skiftessaa. Høylandet. Norway";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.008077;"gC.m-2.y-1";"Life-cycle";"Active"
"757";"10.1023/A:1003037200703";560;"The macrobenthos of the pristine stream. Skiftessaa. Høylandet. Norway";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.001788;"gN.m-2.y-1";"Life-cycle";"Active"
"758";"10.1023/A:1003037200703";560;"The macrobenthos of the pristine stream. Skiftessaa. Høylandet. Norway";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.00014;"gP.m-2.y-1";"Life-cycle";"Active"
"759";"10.1134/S1995425516040107";604;"Emergence of amphibiotic insects from a floodplain lake in the Usman Forest in the Central Russian forest steppe";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";3.689691;"gDW.m-2.y-1";"Life-cycle";"Active"
"760";"10.1134/S1995425516040107";604;"Emergence of amphibiotic insects from a floodplain lake in the Usman Forest in the Central Russian forest steppe";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.830087;"gC.m-2.y-1";"Life-cycle";"Active"
"761";"10.1134/S1995425516040107";604;"Emergence of amphibiotic insects from a floodplain lake in the Usman Forest in the Central Russian forest steppe";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.036897;"gN.m-2.y-1";"Life-cycle";"Active"
"762";"10.1134/S1995425516040107";604;"Emergence of amphibiotic insects from a floodplain lake in the Usman Forest in the Central Russian forest steppe";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.000369;"gP.m-2.y-1";"Life-cycle";"Active"
"763";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.057317;"gDW.m-2.y-1";"Life-cycle";"Active"
"764";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.469303;"gDW.m-2.y-1";"Life-cycle";"Active"
"765";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.170438;"gDW.m-2.y-1";"Life-cycle";"Active"
"766";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.952538;"gC.m-2.y-1";"Life-cycle";"Active"
"767";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.217287;"gC.m-2.y-1";"Life-cycle";"Active"
"768";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.078913;"gC.m-2.y-1";"Life-cycle";"Active"
"769";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.189067;"gN.m-2.y-1";"Life-cycle";"Active"
"770";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.043129;"gN.m-2.y-1";"Life-cycle";"Active"
"771";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.015663;"gN.m-2.y-1";"Life-cycle";"Active"
"772";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.026745;"gP.m-2.y-1";"Life-cycle";"Active"
"773";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.006101;"gP.m-2.y-1";"Life-cycle";"Active"
"774";"";605;"Emergence of Chironimidae from Findley Lake and two ponds in the Cascade Mountains, USA";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.002216;"gP.m-2.y-1";"Life-cycle";"Active"
"775";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.709069;"gDW.m-2.y-1";"Life-cycle";"Active"
"776";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.616275;"gDW.m-2.y-1";"Life-cycle";"Active"
"777";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.632457;"gDW.m-2.y-1";"Life-cycle";"Active"
"778";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.791299;"gC.m-2.y-1";"Life-cycle";"Active"
"779";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.285335;"gC.m-2.y-1";"Life-cycle";"Active"
"780";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.292827;"gC.m-2.y-1";"Life-cycle";"Active"
"781";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.157063;"gN.m-2.y-1";"Life-cycle";"Active"
"782";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.056636;"gN.m-2.y-1";"Life-cycle";"Active"
"783";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.058123;"gN.m-2.y-1";"Life-cycle";"Active"
"784";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.022218;"gP.m-2.y-1";"Life-cycle";"Active"
"785";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.008012;"gP.m-2.y-1";"Life-cycle";"Active"
"786";"";606;"Macrobenthos. In: Hobbie et al. Limnology of tundra ponds: Barrow, Alaska";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.008222;"gP.m-2.y-1";"Life-cycle";"Active"
"787";"10.1111/oik.01524";607;"Boomerang ecosystem fluxes: Organic carbon inputs from land to lakes are returned to terrestrial food webs via aquatic insects";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";7.2;"gC.m-2.y-1";"Fall/wind";"Passive"
"788";"10.1111/oik.01524";607;"Boomerang ecosystem fluxes: Organic carbon inputs from land to lakes are returned to terrestrial food webs via aquatic insects";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";6.4;"gC.m-2.y-1";"Fall/wind";"Passive"
"789";"10.1111/oik.01524";607;"Boomerang ecosystem fluxes: Organic carbon inputs from land to lakes are returned to terrestrial food webs via aquatic insects";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.458599;"gN.m-2.y-1";"Fall/wind";"Passive"
"790";"10.1111/oik.01524";607;"Boomerang ecosystem fluxes: Organic carbon inputs from land to lakes are returned to terrestrial food webs via aquatic insects";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.407643;"gN.m-2.y-1";"Fall/wind";"Passive"
"791";"";608;"Dispersal of Terrestrial Plant Litter into a Subalpine Lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";3.429825;"gDW.m-2.y-1";"Fall/wind";"Passive"
"792";"";608;"Dispersal of Terrestrial Plant Litter into a Subalpine Lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";1.54386;"gC.m-2.y-1";"Fall/wind";"Passive"
"793";"";608;"Dispersal of Terrestrial Plant Litter into a Subalpine Lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.027193;"gN.m-2.y-1";"Fall/wind";"Passive"
"794";"";608;"Dispersal of Terrestrial Plant Litter into a Subalpine Lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";0.003509;"gP.m-2.y-1";"Fall/wind";"Passive"
"795";"10.1007/s00027-008-8074-5";609;"Airborne carbon deposition on a remote forested lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"POC";"POC-DOC";0.9593;"gC.m-2.y-1";"Fall/wind";"Passive"
"796";"10.1007/s00027-008-8074-5";609;"Airborne carbon deposition on a remote forested lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"POC";"POC-DOC";0.030125;"gN.m-2.y-1";"Fall/wind";"Passive"
"797";"10.1007/s00027-008-8074-5";609;"Airborne carbon deposition on a remote forested lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"POC";"POC-DOC";7.8735;"gC.m-2.y-1";"Fall/wind";"Passive"
"798";"10.1134/S1995425516040053";611;"Substance and energy flows formed by the emergence of amphibiotic insects across the water–air boundary on the floodplain lakes of the Volga River";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.324645;"gDW.m-2.y-1";"Life-cycle";"Active"
